0.0,0.0,0.0,0.0,0.0,1548.0,-2696.0,17284.0,-0.0492538457521319,-0.0280948654567648,0.017,-269.0,-45.0,306.0,1757108700.3183124
0.0,0.0,0.0,0.0,0.0,1596.0,-2676.0,17380.0,-0.04919754885328341,-0.028159310800155022,0.01849,-220.0,-35.0,298.0,1757108700.4203804
0.0,0.0,0.0,0.0,0.0,1660.0,-2644.0,17408.0,-0.049060342452539665,-0.02834943510817968,0.022031,-216.0,-49.0,291.0,1757108700.5224018
0.0,0.0,0.0,0.0,0.0,1648.0,-2744.0,17424.0,-0.04905251060042903,-0.028559991121596965,0.027733299999999995,-251.0,-30.0,295.0,1757108700.6244042
0.0,0.0,0.0,0.0,0.0,1568.0,-2720.0,17488.0,-0.04905428562635149,-0.02862425062136078,0.03542642999999999,-237.0,-34.0,289.0,1757108700.7264056
0.0,0.0,0.0,0.0,0.0,1592.0,-2840.0,17400.0,-0.04927526143223633,-0.028659444401105814,0.044847684999999984,-225.0,-31.0,289.0,1757108700.8288178
0.0,0.0,0.0,0.0,0.0,1504.0,-2708.0,17340.0,-0.04938687806050284,-0.028546397418553922,0.055757808299999975,-227.0,-27.0,298.0,1757108700.9303317
0.0,0.0,0.0,0.0,0.0,1528.0,-2736.0,17384.0,-0.04946884650450114,-0.028403047892427168,0.06795556596999996,-236.0,-57.0,308.0,1757108701.0323315
0.0,0.0,0.0,0.0,0.0,1612.0,-2768.0,17508.0,-0.04954884167692504,-0.028374699975233404,0.08119146629099996,-233.0,-36.0,301.0,1757108701.1343315
0.0,0.0,0.0,0.0,0.0,1532.0,-2680.0,17440.0,-0.049496787103095456,-0.028288213311536057,0.09518982548209998,-264.0,-41.0,289.0,1757108701.2368824
0.0,0.0,0.0,0.0,0.0,1560.0,-2652.0,17296.0,-0.04937521169648826,-0.028247188110295383,0.10972193719234999,-218.0,-45.0,284.0,1757108701.3384242
0.0,0.0,0.0,0.0,0.0,1676.0,-2676.0,17376.0,-0.04924941179826656,-0.028407642121560644,0.12472769758306099,-228.0,-27.0,304.0,1757108701.4404216
0.0,0.0,0.0,0.0,0.0,1628.0,-2724.0,17348.0,-0.049217210454130376,-0.02857788827405186,0.14005502739203388,-231.0,-55.0,288.0,1757108701.5424273
0.0,0.0,0.0,0.0,0.0,1612.0,-2692.0,17484.0,-0.04914841144464747,-0.028692641691745815,0.15564546653314754,-228.0,-38.0,297.0,1757108701.6444235
0.0,0.0,0.0,0.0,0.0,1608.0,-2832.0,17284.0,-0.0493439844156708,-0.028789336476253036,0.17148168972430994,-231.0,-56.0,304.0,1757108701.747055
0.0,0.0,0.0,0.0,0.0,1532.0,-2732.0,17300.0,-0.04948585016004707,-0.028745172631761285,0.1874430870127916,-234.0,-45.0,286.0,1757108701.8490424
0.0,0.0,0.0,0.0,0.0,1544.0,-2716.0,17500.0,-0.049512599338300864,-0.028627827868383134,0.2034992938529964,-214.0,-35.0,294.0,1757108701.9507892
0.0,0.0,0.0,0.0,0.0,1544.0,-2736.0,17228.0,-0.04958149933497305,-0.028522924435292647,0.21955689875792705,-216.0,-29.0,280.0,1757108702.0523179
0.0,0.0,0.0,0.0,0.0,1592.0,-2664.0,17452.0,-0.04949244886633661,-0.028480872676633344,0.23565500427312963,-227.0,-13.0,297.0,1757108702.154316
0.0,0.0,0.0,0.0,0.0,1560.0,-2744.0,17288.0,-0.049503949700617216,-0.028443372390736407,0.2517841255909972,-220.0,-58.0,292.0,1757108702.256324
0.0,0.0,0.0,0.0,0.0,1584.0,-2812.0,17564.0,-0.04960216705922886,-0.02840948872914377,0.2679818237335626,-232.0,-42.0,301.0,1757108702.358188
0.0,0.0,0.0,0.0,0.0,1532.0,-2700.0,17376.0,-0.04960228374805998,-0.028325609284872995,0.28427033168739896,-236.0,-47.0,303.0,1757108702.4601877
0.0,0.0,0.0,0.0,0.0,1568.0,-2668.0,17360.0,-0.049506752222595124,-0.028285965192429936,0.3006273707329129,-237.0,-50.0,298.0,1757108702.5622182
0.0,0.0,0.0,0.0,0.0,1596.0,-2672.0,17476.0,-0.049350804062916045,-0.028300032323723613,0.3170858564992525,-237.0,-35.0,308.0,1757108702.6642177
0.0,0.0,0.0,0.0,0.0,1568.0,-2712.0,17296.0,-0.04928850552112897,-0.02831887114340147,0.3333877874398262,-234.0,-57.0,255.0,1757108702.7662115
0.0,0.0,0.0,0.0,0.0,1616.0,-2620.0,17272.0,-0.04913475106503918,-0.02842191744310106,0.34964583273112293,-247.0,-46.0,300.0,1757108702.869212
0.0,0.0,0.0,0.0,0.0,1524.0,-2780.0,17484.0,-0.04915455540394984,-0.02837449834069212,0.3659191499780573,-212.0,-57.0,300.0,1757108702.9704053
0.0,0.0,0.0,0.0,0.0,1484.0,-2680.0,17480.0,-0.0490986510254722,-0.02819596847342115,0.38228535193102997,-211.0,-12.0,310.0,1757108703.07306
0.0,0.0,0.0,0.0,0.0,1548.0,-2768.0,17388.0,-0.04917489619474543,-0.028083110607613437,0.3986941092141938,-223.0,-47.0,294.0,1757108703.174189
0.0,0.0,0.0,0.0,0.0,1624.0,-2784.0,17280.0,-0.049362685194863226,-0.028150835891890078,0.4151469304536667,-257.0,-38.0,300.0,1757108703.2761836
0.0,0.0,0.0,0.0,0.0,1512.0,-2640.0,17284.0,-0.049354247621149226,-0.028121676071867503,0.4317055891201783,-200.0,-30.0,313.0,1757108703.3791895
0.0,0.0,0.0,0.0,0.0,1548.0,-2716.0,17388.0,-0.04934715322475161,-0.0280898462132112,0.44839082884595294,-244.0,-37.0,313.0,1757108703.4801824
0.0,0.0,0.0,0.0,0.0,1716.0,-2712.0,17208.0,-0.04938053909940535,-0.028359055483022894,0.46515642171544674,-225.0,-50.0,304.0,1757108703.5823522
0.0,0.0,0.0,0.0,0.0,1612.0,-2720.0,17396.0,-0.049395993363309784,-0.028554150781155887,0.4819424842671085,-267.0,-78.0,298.0,1757108703.6843982
0.0,0.0,0.0,0.0,0.0,1624.0,-2736.0,17296.0,-0.04945240475067961,-0.028729140490377024,0.49859283133338295,-236.0,-18.0,273.0,1757108703.7869592
0.0,0.0,0.0,0.0,0.0,1576.0,-2708.0,17364.0,-0.0494614051689105,-0.02879150775556827,0.515138146575853,-187.0,-42.0,292.0,1757108703.888523
0.0,0.0,0.0,0.0,0.0,1620.0,-2744.0,17340.0,-0.04951044300320077,-0.028866917881479152,0.5316679178528365,-245.0,-16.0,305.0,1757108703.9910233
0.0,0.0,0.0,0.0,0.0,1576.0,-2792.0,17416.0,-0.04963239470013463,-0.028858773777645466,0.5482623931718031,-238.0,-48.0,312.0,1757108704.0929515
0.0,0.0,0.0,0.0,0.0,1580.0,-2860.0,17288.0,-0.049921993789368437,-0.02883363153538772,0.5648900706926344,-259.0,-45.0,299.0,1757108704.1946447
0.0,0.0,0.0,0.0,0.0,1548.0,-2660.0,17332.0,-0.04993356517810473,-0.028748807696727233,0.5814525263155046,-240.0,-42.0,283.0,1757108704.2959847
0.0,0.0,0.0,0.0,0.0,1628.0,-2832.0,17460.0,-0.05005176457187807,-0.028749162358367428,0.5979474022023156,-239.0,-62.0,291.0,1757108704.3980083
0.0,0.0,0.0,0.0,0.0,1500.0,-2708.0,17336.0,-0.05004414318637006,-0.028605035200851094,0.6143546251886445,-235.0,-32.0,286.0,1757108704.5009282
0.0,0.0,0.0,0.0,0.0,1556.0,-2688.0,17408.0,-0.04992534451376642,-0.028484084405456828,0.6308022481849677,-259.0,-25.0,312.0,1757108704.6020014
0.0,0.0,0.0,0.0,0.0,1544.0,-2768.0,17384.0,-0.0498973924718908,-0.028367610785036718,0.647434381116519,-233.0,-29.0,329.0,1757108704.7045655
0.0,0.0,0.0,0.0,0.0,1564.0,-2680.0,17416.0,-0.04976700062729337,-0.028293530473022466,0.6641300319524923,-227.0,-20.0,294.0,1757108704.8060892
