session_id,label,flex1,flex2,flex3,flex4,flex5,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
l21,U,0,0,0,0,0,-856,1532,13820,-610,-140,-175
l21,U,0,0,0,0,0,-992,1300,13696,-597,-139,-111
l21,U,0,0,0,0,0,-848,1564,13984,-591,-134,-161
l21,U,0,0,0,0,0,-792,1632,13844,-575,-133,-142
l21,U,0,0,0,0,0,-836,1588,13752,-602,-181,-155
l21,U,0,0,0,0,0,-812,1516,13772,-603,-160,-124
l21,U,0,0,0,0,0,-708,1568,13740,-576,-153,-143
l21,U,0,0,0,0,0,-844,1536,13856,-561,-168,-149
l21,U,0,0,0,0,0,-900,1424,13792,-582,-150,-184
l21,U,0,0,0,0,0,-864,1396,13676,-625,-144,-299
l21,U,0,0,0,0,0,-772,1596,13716,-580,-153,-142
l21,U,0,0,0,0,0,-780,1496,13748,-588,-162,-162
l21,U,0,0,0,0,0,-760,1496,13724,-578,-181,-167
l21,U,0,0,0,0,0,-892,1568,13936,-580,-139,-149
l21,U,0,0,0,0,0,-856,1608,13804,-568,-156,-133
l21,U,0,0,0,0,0,-824,1580,13764,-594,-159,-178
l21,U,0,0,0,0,0,-904,1856,13748,-562,-204,-217
l21,U,0,0,0,0,0,-860,1476,13724,-558,-165,-162
l21,U,0,0,0,0,0,-696,1760,13724,-613,-168,-187
l21,U,0,0,0,0,0,-812,1576,13748,-586,-132,-132
l21,U,0,0,0,0,0,-828,1592,13780,-595,-164,-152
l21,U,0,0,0,0,0,-788,1564,13868,-588,-116,-154
l21,U,0,0,0,0,0,-796,1540,13804,-596,-179,-136
l21,U,0,0,0,0,0,-752,1500,13760,-587,-135,-163
l21,U,0,0,0,0,0,-780,1712,13676,-590,-123,-166
l21,U,0,0,0,0,0,-840,1772,13680,-611,-162,-136
l21,U,0,0,0,0,0,-788,1580,14072,-640,-155,-170
l21,U,0,0,0,0,0,-852,1740,13588,-611,-159,-195
l21,U,0,0,0,0,0,-948,1712,13732,-600,-164,-203
l21,U,0,0,0,0,0,-680,1696,13780,-592,-148,-168
l21,U,0,0,0,0,0,-812,1616,13872,-601,-146,-169
l21,U,0,0,0,0,0,-844,1660,13960,-635,-148,-155
l21,U,0,0,0,0,0,-768,1564,13768,-609,-163,-148
l21,U,0,0,0,0,0,-828,1512,13792,-539,-147,-167
l21,U,0,0,0,0,0,-744,1536,13748,-590,-140,-147
l21,U,0,0,0,0,0,-924,1536,13628,-571,-137,-171
l21,U,0,0,0,0,0,-792,1512,13760,-602,-127,-140
l21,U,0,0,0,0,0,-884,1620,13804,-597,-153,-162
l21,U,0,0,0,0,0,-916,1532,13792,-605,-146,-140
l21,U,0,0,0,0,0,-972,1404,13888,-582,-157,-79
l21,U,0,0,0,0,0,-924,1548,13784,-577,-168,-161
l21,U,0,0,0,0,0,-852,1476,13844,-579,-164,-134
l21,U,0,0,0,0,0,-784,1508,13796,-605,-168,-149
l21,U,0,0,0,0,0,-864,1500,13756,-614,-139,-143
l21,U,0,0,0,0,0,-896,1568,13840,-559,-120,-179
l21,U,0,0,0,0,0,-732,1580,13984,-602,-157,-164
l21,U,0,0,0,0,0,-812,1536,13876,-573,-133,-174
l21,U,0,0,0,0,0,-904,1540,13804,-618,-170,-166
l21,U,0,0,0,0,0,-916,1608,13684,-588,-155,-144
l21,U,0,0,0,0,0,-828,1668,13904,-599,-138,-192
l21,U,0,0,0,0,0,-872,1540,13836,-567,-124,-144
l21,U,0,0,0,0,0,-880,1544,13892,-577,-146,-138
l21,U,0,0,0,0,0,-760,1480,13688,-599,-145,-169
l21,U,0,0,0,0,0,-820,1516,13816,-599,-148,-142
l21,U,0,0,0,0,0,-912,1496,13704,-596,-151,-138
l21,U,0,0,0,0,0,-896,1672,13864,-568,-162,-141
l21,U,0,0,0,0,0,-816,1620,13724,-594,-149,-166
l21,U,0,0,0,0,0,-876,1632,13844,-592,-135,-179
l21,U,0,0,0,0,0,-780,1584,13880,-556,-155,-156
l21,U,0,0,0,0,0,-860,1484,13748,-550,-165,-152
l21,U,0,0,0,0,0,-804,1528,13704,-609,-160,-173
l21,U,0,0,0,0,0,-960,1576,13880,-598,-163,-146
l21,U,0,0,0,0,0,-1116,1420,13824,-590,-176,-163
l21,U,0,0,0,0,0,-900,1460,13684,-594,-153,-158
l21,U,0,0,0,0,0,-856,1488,13912,-595,-153,-139
l21,U,0,0,0,0,0,-896,1464,13744,-597,-150,-149
l21,U,0,0,0,0,0,-976,1472,13640,-581,-135,-148
l21,U,0,0,0,0,0,-980,1504,13884,-595,-142,-163
l21,U,0,0,0,0,0,-1100,1472,13512,-571,-175,-151
l21,U,0,0,0,0,0,-1000,1508,13940,-597,-149,-149
l21,U,0,0,0,0,0,-664,1504,13904,-594,-145,-148
l21,U,0,0,0,0,0,-1184,1492,13528,-573,-133,-147
l21,U,0,0,0,0,0,-1180,1500,13660,-576,-153,-149
l21,U,0,0,0,0,0,-980,1352,13484,-578,-155,-148
l21,U,0,0,0,0,0,-1104,1340,13580,-562,-118,-147
l21,U,0,0,0,0,0,-916,1396,14060,-606,-118,-155
l21,U,0,0,0,0,0,-980,1488,13804,-596,-130,-180
l21,U,0,0,0,0,0,-1204,1400,13660,-570,-166,-145
l21,U,0,0,0,0,0,-1100,1304,13952,-627,-153,-141
l21,U,0,0,0,0,0,-1016,1380,13784,-581,-186,-155
l21,U,0,0,0,0,0,-1020,1436,13524,-580,-106,-157
l21,U,0,0,0,0,0,-816,1360,13924,-589,-165,-143
l21,U,0,0,0,0,0,-1040,1496,13624,-599,-130,-164
l21,U,0,0,0,0,0,-1080,1504,13692,-587,-143,-156
l21,U,0,0,0,0,0,-980,1492,13960,-602,-151,-180
l21,U,0,0,0,0,0,-848,1552,13732,-613,-146,-146
l21,U,0,0,0,0,0,-1004,1616,13808,-589,-129,-183
l21,U,0,0,0,0,0,-896,1640,13908,-604,-119,-110
l21,U,0,0,0,0,4,-1144,1500,13524,-569,-150,-170
l21,U,0,0,0,0,0,-1252,1520,13852,-585,-182,-144
l21,U,0,0,0,0,0,-964,1432,13764,-574,-104,-212
l21,U,0,0,0,0,224,-800,1220,13992,-616,-162,-489
l21,U,0,0,0,0,258,-1068,1364,13844,-560,-154,-437
l21,U,0,0,0,0,10,-1164,1384,13736,-572,-144,-170
l21,U,0,0,0,0,96,-1012,1508,13936,-562,-136,-165
l21,U,0,0,0,0,76,-744,1520,13964,-595,-166,-135
l21,U,0,0,0,0,45,-1104,1364,13556,-607,-158,-158
l21,U,0,0,0,0,30,-936,1424,14024,-612,-117,-140
l21,U,0,0,0,0,87,-916,1392,13752,-588,-176,-173
l21,U,0,0,0,0,78,-1172,1428,13808,-528,-140,-130
