0.0,0.0,0.0,0.0,0.0,1548.0,-2696.0,17284.0,-269.0,-45.0,306.0,1757108700.3183124
0.0,0.0,0.0,0.0,0.0,1596.0,-2676.0,17380.0,-220.0,-35.0,298.0,1757108700.4203804
0.0,0.0,0.0,0.0,0.0,1660.0,-2644.0,17408.0,-216.0,-49.0,291.0,1757108700.5224018
0.0,0.0,0.0,0.0,0.0,1648.0,-2744.0,17424.0,-251.0,-30.0,295.0,1757108700.6244042
0.0,0.0,0.0,0.0,0.0,1568.0,-2720.0,17488.0,-237.0,-34.0,289.0,1757108700.7264056
0.0,0.0,0.0,0.0,0.0,1592.0,-2840.0,17400.0,-225.0,-31.0,289.0,1757108700.8288178
0.0,0.0,0.0,0.0,0.0,1504.0,-2708.0,17340.0,-227.0,-27.0,298.0,1757108700.9303317
0.0,0.0,0.0,0.0,0.0,1528.0,-2736.0,17384.0,-236.0,-57.0,308.0,1757108701.0323315
0.0,0.0,0.0,0.0,0.0,1612.0,-2768.0,17508.0,-233.0,-36.0,301.0,1757108701.1343315
0.0,0.0,0.0,0.0,0.0,1532.0,-2680.0,17440.0,-264.0,-41.0,289.0,1757108701.2368824
0.0,0.0,0.0,0.0,0.0,1560.0,-2652.0,17296.0,-218.0,-45.0,284.0,1757108701.3384242
0.0,0.0,0.0,0.0,0.0,1676.0,-2676.0,17376.0,-228.0,-27.0,304.0,1757108701.4404216
0.0,0.0,0.0,0.0,0.0,1628.0,-2724.0,17348.0,-231.0,-55.0,288.0,1757108701.5424273
0.0,0.0,0.0,0.0,0.0,1612.0,-2692.0,17484.0,-228.0,-38.0,297.0,1757108701.6444235
0.0,0.0,0.0,0.0,0.0,1608.0,-2832.0,17284.0,-231.0,-56.0,304.0,1757108701.747055
0.0,0.0,0.0,0.0,0.0,1532.0,-2732.0,17300.0,-234.0,-45.0,286.0,1757108701.8490424
0.0,0.0,0.0,0.0,0.0,1544.0,-2716.0,17500.0,-214.0,-35.0,294.0,1757108701.9507892
0.0,0.0,0.0,0.0,0.0,1544.0,-2736.0,17228.0,-216.0,-29.0,280.0,1757108702.0523179
0.0,0.0,0.0,0.0,0.0,1592.0,-2664.0,17452.0,-227.0,-13.0,297.0,1757108702.154316
0.0,0.0,0.0,0.0,0.0,1560.0,-2744.0,17288.0,-220.0,-58.0,292.0,1757108702.256324
0.0,0.0,0.0,0.0,0.0,1584.0,-2812.0,17564.0,-232.0,-42.0,301.0,1757108702.358188
0.0,0.0,0.0,0.0,0.0,1532.0,-2700.0,17376.0,-236.0,-47.0,303.0,1757108702.4601877
0.0,0.0,0.0,0.0,0.0,1568.0,-2668.0,17360.0,-237.0,-50.0,298.0,1757108702.5622182
0.0,0.0,0.0,0.0,0.0,1596.0,-2672.0,17476.0,-237.0,-35.0,308.0,1757108702.6642177
0.0,0.0,0.0,0.0,0.0,1568.0,-2712.0,17296.0,-234.0,-57.0,255.0,1757108702.7662115
0.0,0.0,0.0,0.0,0.0,1616.0,-2620.0,17272.0,-247.0,-46.0,300.0,1757108702.869212
0.0,0.0,0.0,0.0,0.0,1524.0,-2780.0,17484.0,-212.0,-57.0,300.0,1757108702.9704053
0.0,0.0,0.0,0.0,0.0,1484.0,-2680.0,17480.0,-211.0,-12.0,310.0,1757108703.07306
0.0,0.0,0.0,0.0,0.0,1548.0,-2768.0,17388.0,-223.0,-47.0,294.0,1757108703.174189
0.0,0.0,0.0,0.0,0.0,1624.0,-2784.0,17280.0,-257.0,-38.0,300.0,1757108703.2761836
0.0,0.0,0.0,0.0,0.0,1512.0,-2640.0,17284.0,-200.0,-30.0,313.0,1757108703.3791895
0.0,0.0,0.0,0.0,0.0,1548.0,-2716.0,17388.0,-244.0,-37.0,313.0,1757108703.4801824
0.0,0.0,0.0,0.0,0.0,1716.0,-2712.0,17208.0,-225.0,-50.0,304.0,1757108703.5823522
0.0,0.0,0.0,0.0,0.0,1612.0,-2720.0,17396.0,-267.0,-78.0,298.0,1757108703.6843982
0.0,0.0,0.0,0.0,0.0,1624.0,-2736.0,17296.0,-236.0,-18.0,273.0,1757108703.7869592
0.0,0.0,0.0,0.0,0.0,1576.0,-2708.0,17364.0,-187.0,-42.0,292.0,1757108703.888523
0.0,0.0,0.0,0.0,0.0,1620.0,-2744.0,17340.0,-245.0,-16.0,305.0,1757108703.9910233
0.0,0.0,0.0,0.0,0.0,1576.0,-2792.0,17416.0,-238.0,-48.0,312.0,1757108704.0929515
0.0,0.0,0.0,0.0,0.0,1580.0,-2860.0,17288.0,-259.0,-45.0,299.0,1757108704.1946447
0.0,0.0,0.0,0.0,0.0,1548.0,-2660.0,17332.0,-240.0,-42.0,283.0,1757108704.2959847
0.0,0.0,0.0,0.0,0.0,1628.0,-2832.0,17460.0,-239.0,-62.0,291.0,1757108704.3980083
0.0,0.0,0.0,0.0,0.0,1500.0,-2708.0,17336.0,-235.0,-32.0,286.0,1757108704.5009282
0.0,0.0,0.0,0.0,0.0,1556.0,-2688.0,17408.0,-259.0,-25.0,312.0,1757108704.6020014
0.0,0.0,0.0,0.0,0.0,1544.0,-2768.0,17384.0,-233.0,-29.0,329.0,1757108704.7045655
0.0,0.0,0.0,0.0,0.0,1564.0,-2680.0,17416.0,-227.0,-20.0,294.0,1757108704.8060892
