session_id,label,flex1,flex2,flex3,flex4,flex5,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
g1,Rest,0,0,0,0,0,-3012,-592,13404,-652,-541,-958
g1,Rest,0,0,0,0,0,-3208,-1148,12976,-995,-328,-233
g1,Rest,0,0,0,0,0,-2528,-620,13472,-1802,685,353
g1,Rest,0,0,0,0,0,-2884,-1136,13296,-574,-466,277
g1,Rest,0,0,0,0,0,-3016,-1112,13548,133,-165,-400
g1,Rest,0,0,0,0,0,-3392,-688,13484,-1230,335,-273
g1,Rest,0,0,0,0,0,-2784,-1312,13636,-681,259,621
g1,Rest,0,0,0,0,0,-3576,-1948,13552,-1320,-457,-60
g1,Rest,0,0,0,0,0,-3524,-1224,13468,-2378,-165,-123
g1,Rest,0,0,0,0,0,-3320,-1356,13024,1676,-631,-1159
g1,Rest,0,0,0,0,0,-3060,-1220,13300,815,-624,-615
g1,Rest,0,0,0,0,0,-2736,-1276,13112,-878,-245,-483
g1,Rest,0,0,0,0,0,-2080,-316,13996,160,54,40
g1,Rest,0,0,0,0,0,-4172,-1112,14036,-487,-1199,-33
g1,Rest,0,0,0,0,0,-2484,-20,12864,-14890,875,-2700
g1,Rest,0,0,0,0,0,-4348,-3600,10968,-5366,1560,-1999
g1,Rest,0,0,0,0,0,-2792,-1996,14772,-8404,2054,-202
g1,Rest,0,0,0,0,0,-4116,-4348,12352,-21411,2729,-2820
g1,Rest,0,0,0,0,0,-2192,2116,31196,32767,1010,-366
g1,Rest,0,0,0,0,0,-3180,-1484,16444,-6056,2881,-2327
g1,Rest,0,0,0,0,0,-2968,-2696,11896,-391,482,110
g1,Rest,0,0,0,0,0,-3096,-2372,12720,-1009,1158,-166
g1,Rest,0,0,0,0,0,-4940,-3524,13276,1628,-1093,-1761
g1,Rest,0,0,0,0,0,-4408,-2268,14952,50,-3028,-4079
g1,Rest,0,0,0,0,0,-1228,-1072,13872,429,-4106,-3851
g1,Rest,0,0,0,0,0,-1824,-1640,11020,-1506,-2763,-1072
g1,Rest,0,0,0,0,0,-572,-1420,13252,-2005,-2140,242
g1,Rest,0,0,0,0,0,-160,-1284,14528,-621,-400,214
g1,Rest,0,0,0,0,0,-816,-1428,14196,-447,290,652
g1,Rest,0,0,0,0,0,-1184,-1936,13708,-1037,-686,393
g1,Rest,0,0,0,0,0,-1212,-2244,13216,-1160,-353,210
g1,Rest,0,0,0,0,0,-720,-2340,13396,-577,138,223
g1,Rest,0,0,0,0,0,-1008,-2076,13536,-1679,407,23
g1,Rest,0,0,0,0,0,-220,-2376,14476,-642,-975,-1349
g1,Rest,0,0,0,0,0,-704,-1900,14684,63,-1436,-2033
g1,Rest,0,0,0,0,0,184,-1724,13564,2709,-3276,-2923
g1,Rest,0,0,0,0,0,160,-712,12620,5371,-3142,-3961
g1,Rest,0,0,0,0,0,884,928,13376,6094,-1136,-2982
g1,Rest,0,0,0,0,0,1664,1856,14056,-458,1574,-1368
g1,Rest,0,0,0,0,0,300,1248,13548,-5374,1960,132
g1,Rest,0,0,0,0,0,176,-4,13968,-4030,879,293
g1,Rest,165,0,0,0,0,292,-752,14176,-2863,702,242
g1,Rest,352,155,45,99,0,-148,-1344,13992,-1885,472,206
g1,Rest,336,0,0,304,81,-468,-1988,13696,-1176,284,49
g1,Rest,201,103,0,426,582,-276,-1980,13772,-1027,-164,-857
g1,Rest,537,185,162,227,324,-500,-1924,13440,-1847,456,-753
g1,Rest,560,349,176,0,177,-356,-2560,13196,68,672,-2161
g1,Rest,658,459,164,0,283,-600,-1200,14244,2036,734,-3133
g1,Rest,345,24,0,0,272,-144,-352,14420,1627,113,-4515
g1,Rest,16,0,0,0,240,-72,-636,14612,3045,-427,-3801
g1,Rest,0,0,0,0,0,-832,116,14064,1854,-902,-2405
g1,Rest,0,0,0,0,0,-640,-272,13928,-491,-934,-1581
g1,Rest,0,0,0,0,0,-672,-1256,15324,-1940,-664,-1109
g1,Rest,0,0,0,0,0,456,-1424,15808,-4089,-2104,-1852
g1,Rest,0,0,0,0,0,1088,-1580,12868,-3614,-4581,-2970
g1,Rest,0,0,0,0,0,1716,-1948,11808,2343,-3909,-3600
