session_id,label,f1,f2,f3,f4,f5,roll,pitch,yaw,gx,gy,gz
rest,Rest,0.007,0.015,0.017,1.402,20.18,0.252,0.081,-1.0,-0.163,-0.035,-0.3
rest,Rest,0.005,0.011,0.012,1.011,11.365,0.261,0.08,-1.0,-0.117,-0.065,-0.165
rest,Rest,0.003,0.008,0.008,0.705,8.065,0.269,0.077,-1.0,-0.016,0.056,-0.379
rest,Rest,0.002,0.005,0.006,0.459,5.726,0.275,0.072,-1.0,-0.011,0.399,-0.395
rest,Rest,0.002,0.004,0.004,0.255,4.066,0.281,0.07,-1.0,-0.077,0.283,-0.232
rest,Rest,0.001,0.003,0.003,0.181,2.889,0.285,0.069,-1.0,-0.176,-0.153,-0.486
rest,Rest,0.001,0.002,0.002,0.129,2.054,0.29,0.071,-1.0,-0.269,-0.051,-0.866
rest,Rest,0.001,0.001,0.002,0.092,1.46,0.291,0.071,-1.0,-0.333,0.1,-0.415
rest,Rest,0.0,0.001,0.001,0.065,1.039,0.292,0.075,-1.0,-0.065,0.069,-1.168
rest,Rest,0.0,0.001,0.001,0.047,0.739,0.288,0.079,-1.0,0.007,-0.324,-0.452
rest,Rest,0.0,0.001,0.001,0.033,0.526,0.285,0.083,-1.0,-0.136,-0.281,-0.774
rest,Rest,0.0,0.0,0.0,0.024,0.375,0.282,0.087,-1.0,-0.334,-0.344,-0.868
rest,Rest,0.0,0.0,0.0,0.017,0.267,0.283,0.097,-1.0,-0.202,-0.342,-0.899
rest,Rest,0.0,0.0,0.0,0.012,0.19,0.284,0.101,-1.0,0.25,-0.083,-1.263
rest,Rest,0.0,0.0,0.0,0.009,0.136,0.278,0.099,-1.0,-0.262,0.026,-0.896
rest,Rest,0.0,0.0,0.0,0.006,0.097,0.271,0.097,-1.0,-0.085,0.128,-0.426
rest,Rest,0.0,0.0,0.0,0.004,0.069,0.268,0.096,-1.0,-0.363,0.449,-0.27
rest,Rest,0.0,0.0,0.0,5.15,0.089,0.262,0.096,-1.0,-0.714,0.013,-0.089
rest,Rest,0.0,0.0,0.0,87.845,0.065,0.255,0.099,-1.0,-0.144,0.161,0.343
rest,Rest,0.0,0.0,0.0,169.255,0.047,0.248,0.099,-1.0,-0.361,0.517,-0.032
rest,Rest,18.29,25.148,0.0,251.298,14.609,0.24,0.1,-1.0,-0.325,0.594,0.184
rest,Rest,119.328,55.266,0.0,259.7,101.446,0.231,0.101,-1.0,-0.065,0.576,0.448
rest,Rest,221.119,40.859,0.0,187.586,128.701,0.228,0.105,-1.0,-0.106,0.491,0.293
rest,Rest,171.379,30.668,0.0,129.684,99.154,0.227,0.107,-1.0,-0.344,0.13,0.088
rest,Rest,121.473,20.673,0.0,82.392,69.638,0.229,0.108,-1.0,-0.088,0.275,-0.045
rest,Rest,81.542,13.387,0.0,61.98,46.44,0.231,0.106,-1.0,-0.25,0.31,0.243
rest,Rest,48.224,6.931,0.0,34.815,26.199,0.233,0.102,-1.0,-0.334,0.339,0.373
rest,Rest,27.613,4.916,0.0,24.743,15.925,0.238,0.099,-1.0,-0.239,0.839,0.065
rest,Rest,19.585,3.488,0.0,17.524,11.297,0.24,0.097,-1.0,-0.358,0.617,0.261
rest,Rest,13.897,2.476,0.0,12.323,8.016,0.241,0.096,-1.0,-0.397,0.296,0.256
rest,Rest,9.864,1.758,0.0,8.554,5.691,0.242,0.095,-1.0,-0.296,0.478,0.25
rest,Rest,7.005,1.249,0.0,6.077,4.041,0.243,0.093,-1.0,-0.75,0.67,0.654
rest,Rest,4.976,0.887,0.0,4.32,2.871,0.24,0.092,-1.0,-1.409,0.536,0.692
rest,Rest,3.536,0.631,0.0,3.072,2.041,0.233,0.093,-1.0,-2.02,0.131,0.733
rest,Rest,2.514,0.449,0.0,2.185,1.451,0.217,0.093,-1.0,-0.817,-0.391,0.491
rest,Rest,1.788,0.319,0.0,1.555,1.032,0.199,0.09,-1.0,0.026,-0.312,0.027
rest,Rest,1.272,0.227,0.0,1.107,0.734,0.178,0.084,-1.0,-0.188,0.041,-0.103
rest,Rest,0.906,0.162,0.0,0.789,0.523,0.156,0.081,-1.0,0.238,-0.062,0.046
rest,Rest,0.645,0.115,0.0,0.562,0.372,0.139,0.076,-1.0,-0.104,-0.097,0.277
rest,Rest,0.46,0.082,0.0,0.401,0.265,0.121,0.071,-1.0,-0.133,-0.035,0.413
rest,Rest,0.328,0.059,0.0,0.286,0.189,0.106,0.065,-1.0,-0.513,0.27,0.155
rest,Rest,0.234,0.042,0.0,0.204,0.135,0.092,0.061,-1.0,-0.254,0.231,0.092
rest,Rest,0.167,0.03,0.0,0.146,0.096,0.078,0.059,-1.0,-0.047,0.357,-0.351
rest,Rest,0.119,0.021,0.0,0.104,0.069,0.068,0.058,-1.0,0.545,-0.033,-0.56
rest,Rest,0.085,0.015,0.0,0.074,0.049,0.06,0.056,-1.0,-0.216,0.325,-0.546
rest,Rest,0.061,0.011,0.0,0.053,0.035,0.053,0.054,-1.0,-0.275,0.308,-0.767
rest,Rest,0.043,0.008,0.0,0.038,0.025,0.046,0.053,-1.0,0.265,0.13,-0.759
rest,Rest,0.031,0.006,0.0,0.027,0.018,0.039,0.052,-1.0,0.333,0.171,-0.466
rest,Rest,0.022,0.004,0.0,0.019,0.013,0.034,0.05,-1.0,0.086,0.212,-0.332
rest,Rest,0.016,0.003,0.0,0.014,0.009,0.03,0.05,-1.0,0.028,0.157,-0.276
rest,Rest,0.011,0.002,0.0,0.01,0.007,0.027,0.05,-1.0,0.206,0.117,-0.206
gesture1,Hello,0.008,0.001,0.0,0.007,0.005,0.01,0.03,-1.0,-0.667,-0.456,-0.485
gesture1,Hello,0.006,0.001,0.0,0.005,0.003,-0.017,-0.002,-1.0,-0.103,-0.869,-0.951
gesture1,Hello,0.004,0.001,0.0,0.004,0.002,-0.045,-0.04,-1.0,0.391,-0.835,0.153
gesture1,Hello,0.003,0.001,0.0,0.003,0.002,-0.074,-0.078,-1.0,0.322,-0.191,0.663
gesture1,Hello,0.002,0.0,0.0,0.002,0.001,-0.099,-0.11,-1.0,0.402,0.598,1.615
gesture1,Hello,0.002,0.0,0.0,0.001,0.001,-0.127,-0.13,-1.0,0.073,0.553,0.195
gesture1,Hello,0.001,0.0,0.0,0.001,0.001,-0.152,-0.146,-1.0,0.067,0.403,-2.621
gesture1,Hello,0.001,0.0,0.0,0.001,0.0,-0.166,-0.163,-1.0,0.493,0.266,-3.206
gesture1,Hello,0.001,0.0,0.0,0.001,0.0,-0.161,-0.183,-1.0,0.187,-0.119,-0.065
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.16,-0.203,-1.0,0.543,-0.102,2.183
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.165,-0.213,-1.0,-0.039,0.438,2.942
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.178,-0.211,-1.0,-0.038,0.22,-0.536
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.185,-0.208,-1.0,0.022,0.033,-4.194
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.18,-0.214,-1.0,-0.157,0.299,-3.345
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.167,-0.226,-1.0,0.378,0.291,0.209
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.157,-0.236,-1.0,0.931,0.163,2.489
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.152,-0.239,-1.0,0.434,0.416,3.404
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.158,-0.23,-1.0,-0.284,0.386,1.042
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.168,-0.219,-1.0,-0.272,0.617,-2.985
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.173,-0.212,-1.0,0.262,0.377,-4.465
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.161,-0.214,-1.0,4.872,3.328,-4.97
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.143,-0.223,-1.0,4.872,3.132,-1.616
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.127,-0.228,-1.0,4.251,2.463,2.511
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.123,-0.222,-1.0,2.333,1.368,1.798
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.125,-0.208,-1.0,-0.21,0.167,-1.35
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.129,-0.198,-1.0,-0.252,-0.463,-4.329
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.123,-0.2,-1.0,-0.692,-0.304,-3.296
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.111,-0.21,-1.0,0.272,0.04,-0.148
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.1,-0.222,-1.0,1.788,0.237,2.097
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.091,-0.226,-1.0,0.89,0.903,2.366
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.092,-0.221,-1.0,-0.118,0.506,0.196
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.096,-0.215,-1.0,-0.453,-0.265,-3.595
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.09,-0.215,-1.0,0.291,-0.228,-4.807
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.072,-0.223,-1.0,-0.41,0.141,-1.286
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.047,-0.236,-1.0,1.282,0.13,2.294
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.035,-0.242,-1.0,0.749,1.159,2.391
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.039,-0.238,-1.0,-1.032,0.913,3.086
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.054,-0.228,-1.0,-0.319,-0.019,-1.288
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.065,-0.22,-1.0,-0.151,-0.634,-3.975
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.066,-0.219,-1.0,-0.404,-0.009,-4.474
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.054,-0.225,-1.0,-0.25,0.476,-2.475
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.032,-0.236,-1.0,0.667,0.014,1.071
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.016,-0.247,-1.0,0.453,0.563,4.48
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.016,-0.25,-1.0,1.046,0.899,4.469
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.026,-0.237,-1.0,0.642,0.925,2.242
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.044,-0.218,-1.0,-0.08,-0.554,-2.623
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.06,-0.205,-1.0,-0.275,-0.576,-5.329
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.061,-0.203,-1.0,2.069,1.593,-5.479
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.05,-0.212,-1.0,2.592,1.805,-1.587
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.036,-0.225,-1.0,2.076,0.845,2.756
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.033,-0.232,-1.0,0.829,1.019,4.503
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.044,-0.223,-1.0,-0.34,0.755,2.303
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.065,-0.207,-1.0,-0.124,-0.192,-2.995
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.081,-0.197,-1.0,-0.026,-0.591,-5.581
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.084,-0.199,-1.0,-0.36,0.303,-3.642
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.069,-0.21,-1.0,0.05,0.302,-0.288
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.054,-0.223,-1.0,0.336,0.353,2.932
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.053,-0.229,-1.0,0.335,0.607,4.212
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.06,-0.222,-1.0,0.544,0.758,2.375
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.076,-0.207,-1.0,-0.074,-0.294,-2.607
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.088,-0.197,-1.0,-0.261,-0.41,-5.202
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.078,-0.199,-1.0,0.342,-0.085,-3.838
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.06,-0.208,-1.0,-0.003,0.282,0.31
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.044,-0.22,-1.0,0.079,0.613,3.902
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.047,-0.219,-1.0,0.268,0.75,4.527
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.06,-0.209,-1.0,-0.51,0.72,1.584
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.077,-0.195,-1.0,0.484,-0.362,-4.265
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.086,-0.189,-1.0,0.765,-0.714,-5.104
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.076,-0.192,-1.0,0.161,0.133,-2.729
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.058,-0.2,-1.0,-0.594,0.521,1.044
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.048,-0.207,-1.0,-0.324,0.55,4.526
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.048,-0.202,-1.0,0.54,0.995,3.919
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.06,-0.188,-1.0,-0.316,0.555,0.708
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.075,-0.175,-1.0,0.442,-0.829,-4.104
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.086,-0.17,-1.0,0.275,-0.76,-5.894
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.078,-0.175,-1.0,-0.561,-0.161,-2.522
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.064,-0.188,-1.0,-0.377,-0.051,1.662
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.055,-0.202,-1.0,0.469,0.017,3.974
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.06,-0.205,-1.0,-0.618,0.726,4.622
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.081,-0.193,-1.0,-0.759,0.257,-0.025
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.106,-0.184,-1.0,0.44,-0.45,-5.32
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.11,-0.188,-1.0,0.858,-0.607,-5.547
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.096,-0.201,-1.0,0.41,-0.006,-1.492
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.081,-0.218,-1.0,-0.056,0.464,3.117
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.078,-0.233,-1.0,0.403,0.822,4.618
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.089,-0.23,-1.0,0.088,0.924,2.503
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.108,-0.217,-1.0,-0.234,-0.144,-4.076
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.122,-0.211,-1.0,0.563,-0.977,-7.067
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.107,-0.217,-1.0,-0.825,-0.003,-5.14
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.073,-0.227,-1.0,-0.246,0.648,-0.781
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.038,-0.24,-1.0,0.758,-0.138,3.543
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.016,-0.25,-1.0,-0.314,0.267,5.663
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.022,-0.253,-1.0,0.942,0.248,4.181
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.038,-0.245,-1.0,0.855,0.331,0.706
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.062,-0.234,-1.0,-1.095,-0.302,-2.903
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.084,-0.225,-1.0,-0.378,-0.215,-5.027
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.091,-0.225,-1.0,0.748,-0.284,-5.058
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.07,-0.231,-1.0,-0.248,0.08,-2.111
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.04,-0.242,-1.0,-0.481,0.365,2.29
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.02,-0.256,-1.0,0.648,0.15,4.316
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.017,-0.263,-1.0,1.51,0.587,4.75
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.024,-0.258,-1.0,1.261,1.124,3.776
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.046,-0.239,-1.0,-0.301,0.385,0.78
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.07,-0.218,-1.0,-0.1,-0.79,-3.426
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.089,-0.205,-1.0,-0.077,-0.927,-5.012
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.093,-0.206,-1.0,-1.397,-0.363,-5.137
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.08,-0.219,-1.0,-0.87,0.341,-3.555
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.049,-0.237,-1.0,0.89,0.247,-0.489
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.015,-0.255,-1.0,0.27,0.501,2.788
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.001,-0.268,-1.0,0.017,0.621,4.907
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.009,-0.269,-1.0,0.496,0.797,4.899
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.033,-0.255,-1.0,1.628,0.572,3.183
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.058,-0.232,-1.0,1.488,-0.322,0.302
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.079,-0.208,-1.0,-0.578,-1.329,-2.983
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.096,-0.192,-1.0,-1.097,-0.918,-4.643
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.103,-0.192,-1.0,-1.338,-0.164,-4.173
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.096,-0.203,-1.0,-0.362,0.088,-3.144
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.07,-0.224,-1.0,-0.177,0.185,-1.188
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.042,-0.245,-1.0,-0.449,0.654,2.723
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.035,-0.258,-1.0,0.618,0.67,3.796
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.044,-0.257,-1.0,0.373,-0.04,1.38
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.059,-0.252,-1.0,0.108,-0.745,-1.831
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.07,-0.255,-1.0,0.541,0.063,-0.918
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.078,-0.257,-1.0,0.662,0.711,0.949
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.085,-0.256,-1.0,-0.458,-0.321,-1.381
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.093,-0.259,-1.0,0.401,0.141,0.787
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.102,-0.259,-1.0,0.127,0.203,-1.012
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.102,-0.263,-1.0,0.119,0.338,-0.124
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.106,-0.262,-1.0,0.681,-0.024,-0.601
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.109,-0.261,-1.0,-0.7,0.189,-1.075
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.116,-0.26,-1.0,0.306,0.377,0.59
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.122,-0.258,-1.0,-0.303,0.073,-1.376
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.124,-0.258,-1.0,1.34,0.027,1.309
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.126,-0.256,-1.0,-0.65,0.004,-1.773
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.123,-0.256,-1.0,0.889,0.26,1.148
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.123,-0.255,-1.0,-0.196,-0.188,-1.729
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.116,-0.258,-1.0,0.65,0.55,1.405
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.116,-0.256,-1.0,-0.506,-0.384,-2.137
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.11,-0.26,-1.0,0.391,0.556,1.045
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.112,-0.257,-1.0,0.297,0.146,-1.296
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.106,-0.259,-1.0,0.256,0.445,-0.097
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.105,-0.257,-1.0,0.539,-0.005,-1.215
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.098,-0.259,-1.0,-0.165,0.443,-0.495
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.096,-0.26,-1.0,0.733,0.519,0.361
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.094,-0.257,-1.0,-0.692,0.261,-1.728
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.092,-0.257,-1.0,-0.203,0.313,0.073
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.091,-0.251,-1.0,0.515,0.17,-0.34
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.091,-0.251,-1.0,-0.128,-0.507,-1.264
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.087,-0.251,-1.0,0.998,0.771,2.001
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.09,-0.249,-1.0,-1.273,-0.567,-2.778
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.087,-0.252,-1.0,0.977,0.67,1.184
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.089,-0.247,-1.0,-0.153,0.418,-0.655
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.087,-0.248,-1.0,-0.47,0.435,-0.215
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.088,-0.245,-1.0,1.293,0.533,1.492
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.095,-0.241,-1.0,-0.9,0.341,-2.875
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.098,-0.243,-1.0,0.526,0.683,0.728
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.104,-0.24,-1.0,-1.069,0.379,-2.053
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.097,-0.242,-1.0,1.601,-0.023,-0.175
gesture1,Hello,0.0,0.0,0.0,0.0,12.288,-0.094,-0.239,-1.0,0.152,0.914,0.234
gesture1,Hello,0.0,0.0,0.0,0.0,9.651,-0.089,-0.23,-1.0,-0.539,1.026,-0.995
gesture1,Hello,0.0,0.0,0.0,0.0,6.978,-0.085,-0.221,-1.0,-0.212,0.524,0.11
gesture1,Hello,0.0,0.0,0.0,0.0,4.836,-0.085,-0.21,-1.0,0.525,0.027,-1.387
gesture1,Hello,0.0,0.0,0.0,0.0,3.068,-0.077,-0.202,-1.0,1.458,0.223,0.449
gesture1,Hello,0.0,0.0,0.0,0.0,1.565,-0.072,-0.194,-1.0,-1.014,-0.274,-2.059
gesture1,Hello,0.0,0.0,0.0,0.0,1.11,-0.069,-0.192,-1.0,0.304,0.236,1.855
gesture1,Hello,0.0,0.0,0.0,0.0,0.787,-0.071,-0.185,-1.0,0.06,0.328,-1.251
gesture1,Hello,0.0,0.0,0.0,0.0,0.559,-0.068,-0.182,-1.0,0.522,0.161,0.448
gesture1,Hello,0.0,0.0,0.0,0.0,0.397,-0.069,-0.177,-1.0,-0.243,0.193,-1.449
gesture1,Hello,0.0,0.0,0.0,0.0,0.282,-0.062,-0.177,-1.0,0.321,0.147,0.258
gesture1,Hello,0.0,0.0,0.0,0.0,0.2,-0.06,-0.174,-1.0,0.533,0.501,0.155
gesture1,Hello,0.0,0.0,0.0,0.0,0.142,-0.054,-0.173,-1.0,0.171,0.12,-0.486
gesture1,Hello,0.0,0.0,0.0,0.0,0.101,-0.052,-0.171,-1.0,0.587,0.698,0.744
gesture1,Hello,0.0,0.0,0.0,0.0,0.072,-0.051,-0.167,-1.0,-0.503,0.465,-1.015
gesture1,Hello,0.0,0.0,0.0,0.0,0.051,-0.053,-0.164,-1.0,-0.197,0.579,1.366
gesture1,Hello,0.0,0.0,0.0,0.0,0.036,-0.058,-0.158,-1.0,-0.717,0.202,-1.456
gesture1,Hello,0.0,0.0,0.0,0.0,0.026,-0.061,-0.156,-1.0,0.747,0.658,0.999
gesture1,Hello,0.0,0.0,0.0,0.0,0.019,-0.067,-0.149,-1.0,-0.644,0.175,-1.193
gesture1,Hello,0.0,0.0,0.0,0.0,0.013,-0.066,-0.149,-1.0,1.311,-0.523,0.238
gesture1,Hello,0.0,0.0,0.0,0.0,0.009,-0.064,-0.141,-1.0,0.715,1.052,2.118
gesture1,Hello,0.0,0.0,0.0,0.0,0.007,-0.062,-0.134,-1.0,-1.448,-1.089,-3.697
gesture1,Hello,0.0,0.0,0.0,0.0,0.005,-0.063,-0.133,-1.0,0.047,0.564,2.545
gesture1,Hello,0.0,0.0,0.0,0.0,0.003,-0.069,-0.129,-1.0,-0.893,0.384,-1.67
gesture1,Hello,0.0,0.0,0.0,0.0,0.002,-0.074,-0.129,-1.0,0.613,0.115,1.113
gesture1,Hello,0.0,0.0,0.0,0.0,0.002,-0.081,-0.124,-1.0,0.275,0.052,-1.048
gesture1,Hello,0.0,0.0,0.0,0.0,0.001,-0.084,-0.127,-1.0,0.584,-0.255,-0.209
gesture1,Hello,0.0,0.0,0.0,0.0,0.001,-0.087,-0.128,-1.0,2.11,0.716,1.705
gesture1,Hello,0.0,0.0,0.0,0.0,0.001,-0.087,-0.13,-1.0,-0.839,-1.17,-3.871
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.085,-0.133,-1.0,0.412,0.134,2.339
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.085,-0.132,-1.0,-1.387,0.173,-3.059
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.086,-0.133,-1.0,0.327,0.658,1.211
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.085,-0.125,-1.0,-0.305,0.592,-0.884
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.086,-0.122,-1.0,-0.384,0.137,-0.444
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.089,-0.12,-1.0,0.442,0.428,1.131
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.098,-0.117,-1.0,-0.037,-0.172,-1.923
gesture1,Hello,0.0,0.0,0.0,0.0,0.0,-0.101,-0.118,-1.0,1.366,0.214,1.739
