session_id,label,f1,f2,f3,f4,f5,roll,pitch,yaw,gx,gy,gz
gesture3,Yes,1330.041,57.579,29.274,875.577,0.001,-0.167,-0.193,1.0,-0.071,0.016,0.278
gesture3,Yes,1334.483,58.342,19.825,1073.505,0.001,-0.16,-0.195,1.0,0.343,0.018,-0.615
gesture3,Yes,1260.622,83.08,13.63,1156.575,0.0,-0.154,-0.204,1.0,0.216,1.786,0.155
gesture3,Yes,1256.701,92.766,9.905,1165.879,0.0,-0.151,-0.202,1.0,-2.324,-0.24,-2.824
gesture3,Yes,1244.235,93.879,7.2,1203.893,0.0,-0.155,-0.207,1.0,2.192,0.346,-0.298
gesture3,Yes,1206.484,92.138,5.234,1295.451,0.0,-0.141,-0.189,1.0,-0.916,1.502,-0.379
gesture3,Yes,1209.837,123.159,3.805,1430.627,0.0,-0.142,-0.179,1.0,-0.095,-0.073,-1.492
gesture3,Yes,1235.149,138.82,2.767,1506.132,0.0,-0.137,-0.173,1.0,-0.152,0.464,-0.63
gesture3,Yes,1252.181,141.786,2.012,1618.407,0.0,-0.137,-0.169,1.0,-0.695,0.605,-0.82
gesture3,Yes,1275.316,126.562,1.464,1710.448,0.0,-0.14,-0.168,1.0,-0.164,-0.618,-1.017
gesture3,Yes,1334.473,115.751,1.065,1800.485,7.43,-0.145,-0.171,1.0,-0.118,-0.079,-0.263
gesture3,Yes,1293.56,105.818,0.775,1855.437,8.951,-0.158,-0.18,1.0,0.115,1.712,0.315
gesture3,Yes,1318.144,96.584,0.564,1905.497,16.306,-0.168,-0.181,1.0,-1.054,-0.361,-1.042
gesture3,Yes,1317.757,87.911,0.41,1977.008,41.393,-0.18,-0.187,1.0,1.335,0.849,0.212
gesture3,Yes,1309.452,67.264,0.299,2038.708,44.129,-0.182,-0.185,1.0,-1.504,0.009,-1.274
gesture3,Yes,1377.665,73.449,0.217,2095.913,51.717,-0.183,-0.18,1.0,1.641,-0.243,0.541
gesture3,Yes,1412.78,88.927,0.158,2070.89,55.67,-0.182,-0.174,1.0,-0.733,-0.722,-0.558
gesture3,Yes,1435.99,64.124,0.115,1998.127,80.907,-0.181,-0.174,1.0,0.764,-1.162,-0.595
gesture3,Yes,1447.762,45.76,0.084,1942.824,84.082,-0.178,-0.177,1.0,-0.006,-0.363,-0.03
gesture3,Yes,1431.611,32.229,0.061,1913.544,92.65,-0.176,-0.185,1.0,0.661,0.271,1.077
gesture3,Yes,1303.576,51.194,0.044,1738.71,66.537,-0.167,-0.175,1.0,1.087,1.856,1.515
gesture3,Yes,1282.676,36.443,0.032,1730.847,54.468,-0.166,-0.172,1.0,-0.654,-1.37,-0.758
gesture3,Yes,1204.574,60.606,0.024,1567.824,37.478,-0.161,-0.176,1.0,2.119,1.415,0.969
gesture3,Yes,1189.297,92.642,0.017,1597.469,25.698,-0.157,-0.178,1.0,-1.548,-0.815,-1.147
gesture3,Yes,1236.919,105.058,0.013,1611.016,17.519,-0.156,-0.177,1.0,1.021,-0.397,0.526
gesture3,Yes,1248.592,100.145,0.009,1634.255,12.566,-0.153,-0.174,1.0,-0.746,-0.719,-0.898
gesture3,Yes,1291.382,75.606,0.007,1697.074,8.87,-0.152,-0.175,1.0,0.213,-1.092,-0.882
gesture3,Yes,1300.07,52.586,0.005,1852.79,6.447,-0.151,-0.18,1.0,-0.281,-0.446,-0.576
gesture3,Yes,1267.51,77.587,0.004,1999.573,4.686,-0.143,-0.191,1.0,0.638,1.647,0.774
gesture3,Yes,1302.111,56.964,0.003,2095.616,3.407,-0.143,-0.194,1.0,-0.65,-0.386,-1.471
gesture3,Yes,1330.455,54.406,0.002,2080.244,2.477,-0.148,-0.203,1.0,0.552,0.992,-0.275
gesture3,Yes,1266.041,74.437,10.575,2044.02,1.802,-0.143,-0.201,1.0,-0.701,0.438,-0.602
gesture3,Yes,1258.625,64.673,87.59,2052.176,1.31,-0.146,-0.202,1.0,0.826,0.2,-0.298
gesture3,Yes,1217.473,47.161,134.728,1998.943,0.953,-0.145,-0.198,1.0,-0.835,0.448,-0.969
gesture3,Yes,1199.2,68.833,186.43,1869.168,0.694,-0.149,-0.196,1.0,0.572,-0.11,-1.095
gesture3,Yes,1178.536,86.159,235.426,1829.44,0.505,-0.151,-0.196,1.0,-0.904,0.07,-0.889
gesture3,Yes,1193.21,61.915,247.26,1866.009,0.367,-0.159,-0.199,1.0,0.021,0.102,-0.797
gesture3,Yes,1123.004,95.016,274.114,1845.429,0.267,-0.154,-0.188,1.0,0.512,1.718,0.897
gesture3,Yes,1140.088,68.76,299.46,1808.875,0.195,-0.163,-0.182,1.0,-1.549,-0.273,-1.535
gesture3,Yes,1129.368,83.909,305.396,1769.451,0.142,-0.16,-0.199,1.0,2.61,1.072,0.769
gesture3,Yes,1117.304,100.45,290.846,1844.885,0.103,-0.165,-0.205,1.0,-2.553,0.171,-1.693
gesture3,Yes,1127.424,126.163,287.043,1925.904,0.075,-0.167,-0.206,1.0,1.589,-0.129,0.704
gesture3,Yes,1162.561,122.695,273.306,2001.072,0.055,-0.173,-0.203,1.0,-1.055,-0.902,-1.159
gesture3,Yes,1214.82,89.068,265.69,2044.778,0.04,-0.178,-0.206,1.0,0.433,-1.125,-0.966
gesture3,Yes,1209.504,81.747,247.467,2065.508,0.029,-0.191,-0.212,1.0,0.577,1.412,1.487
gesture3,Yes,1212.836,56.93,244.018,2076.657,0.021,-0.192,-0.208,1.0,-0.871,0.438,0.614
gesture3,Yes,1288.368,41.517,246.441,2089.399,0.015,-0.201,-0.204,1.0,2.003,-0.309,-0.229
gesture3,Yes,1252.54,53.526,248.45,2100.625,0.011,-0.181,-0.18,1.0,0.971,0.884,1.839
gesture3,Yes,1265.239,84.61,246.051,2121.983,0.008,-0.179,-0.167,1.0,-0.51,-0.593,-0.933
gesture3,Yes,1319.468,64.507,243.026,2127.955,0.006,-0.172,-0.164,1.0,0.682,-0.883,-0.206
gesture3,Yes,1406.967,56.838,236.652,2119.163,0.004,-0.172,-0.166,1.0,0.093,-0.865,-0.206
gesture3,Yes,1441.421,40.474,226.686,2119.323,0.003,-0.171,-0.174,1.0,0.548,0.626,0.247
gesture3,Yes,1409.438,47.624,216.023,2027.81,0.002,-0.156,-0.169,1.0,0.008,0.13,1.747
gesture3,Yes,1457.855,49.239,153.812,2009.174,0.002,-0.159,-0.17,1.0,0.704,-0.165,-0.864
gesture3,Yes,1466.625,67.818,167.311,2004.638,0.001,-0.132,-0.161,1.0,0.861,0.658,2.186
gesture3,Yes,1509.803,92.224,185.29,2033.894,0.001,-0.128,-0.159,1.0,-0.346,-0.248,-0.614
gesture3,Yes,1567.57,87.858,199.998,2068.976,0.001,-0.12,-0.161,1.0,0.407,-0.398,-0.494
gesture3,Yes,1645.845,63.054,214.917,2085.629,0.0,-0.119,-0.166,1.0,-0.519,-0.548,-0.931
gesture3,Yes,1640.179,56.022,222.629,2114.626,0.0,-0.12,-0.176,1.0,0.453,1.031,0.207
gesture3,Yes,1554.172,38.724,215.723,2027.475,0.0,-0.108,-0.18,1.0,-1.281,0.522,0.953
gesture3,Yes,1518.878,41.723,153.651,2021.538,0.0,-0.118,-0.186,1.0,1.026,0.094,-1.22
gesture3,Yes,1418.928,40.63,107.515,1962.585,0.0,-0.102,-0.178,1.0,0.329,1.069,0.804
gesture3,Yes,1382.88,61.807,73.818,1953.131,0.0,-0.109,-0.174,1.0,-1.487,0.443,-1.334
gesture3,Yes,1383.385,84.393,50.166,1956.564,0.0,-0.113,-0.172,1.0,0.184,0.068,-0.832
gesture3,Yes,1369.284,65.679,34.533,1951.316,0.0,-0.124,-0.173,1.0,-1.182,-0.567,-1.147
gesture3,Yes,1367.609,46.914,25.096,1953.626,0.0,-0.132,-0.181,1.0,-0.188,0.121,-0.591
gesture3,Yes,1301.392,53.0,18.241,2002.761,0.0,-0.155,-0.193,1.0,0.406,1.951,-0.764
gesture3,Yes,1281.495,59.738,13.261,2076.329,0.0,-0.17,-0.196,1.0,-1.18,-0.335,-2.158
gesture3,Yes,1284.526,71.874,9.641,2130.464,0.0,-0.188,-0.205,1.0,1.539,1.076,0.582
gesture3,Yes,1264.129,84.497,7.011,2151.758,0.0,-0.198,-0.201,1.0,-1.755,0.139,-1.748
gesture3,Yes,1317.856,65.699,24.246,2201.088,0.0,-0.2,-0.202,1.0,1.699,0.199,0.476
gesture3,Yes,1361.658,60.225,27.081,2204.197,0.0,-0.201,-0.196,1.0,-0.824,-0.426,-0.97
gesture3,Yes,1418.58,42.326,36.197,2178.651,0.0,-0.2,-0.198,1.0,1.18,-0.251,0.032
gesture3,Yes,1350.819,59.671,31.301,2090.45,0.0,-0.198,-0.195,1.0,0.098,1.369,0.626
gesture3,Yes,1264.662,65.427,22.404,1913.497,0.0,-0.204,-0.192,1.0,0.639,-0.633,-1.409
gesture3,Yes,1172.468,52.745,15.315,1722.18,0.0,-0.196,-0.191,1.0,1.012,0.142,0.054
gesture3,Yes,980.621,37.773,10.43,1556.785,0.0,-0.188,-0.188,1.0,-0.224,0.048,-0.32
gesture3,Yes,767.068,26.621,6.922,1299.505,0.0,-0.179,-0.186,1.0,0.707,-0.129,-0.359
gesture3,Yes,495.871,15.39,3.777,856.82,0.0,-0.169,-0.185,1.0,-0.092,-0.062,-0.243
gesture3,Yes,374.747,12.031,3.536,661.753,0.0,-0.16,-0.184,1.0,0.31,-0.071,-0.246
gesture3,Yes,214.2,6.58,1.904,392.83,0.0,-0.152,-0.187,1.0,0.115,0.067,-0.058
gesture3,Yes,181.672,6.227,1.868,337.877,32.007,-0.145,-0.19,1.0,-0.226,0.314,0.046
gesture3,Yes,134.041,4.527,1.358,293.895,23.784,-0.144,-0.19,1.0,-0.022,0.048,0.174
gesture3,Yes,199.815,3.291,0.988,343.928,17.409,-0.143,-0.188,1.0,0.332,0.006,0.374
gesture3,Yes,356.401,2.393,0.718,450.131,12.373,-0.143,-0.186,1.0,0.302,-0.126,0.214
gesture3,Yes,514.298,1.74,0.523,529.214,8.31,-0.142,-0.183,1.0,0.3,-0.102,0.31
gesture3,Yes,676.354,9.553,0.38,676.633,4.951,-0.144,-0.182,1.0,0.066,0.142,-0.304
gesture3,Yes,830.466,7.079,0.277,716.698,3.596,-0.145,-0.182,1.0,0.416,0.296,-0.479
gesture3,Yes,874.146,5.177,0.201,694.213,2.613,-0.143,-0.181,1.0,0.192,0.377,-0.397
gesture3,Yes,981.211,8.835,0.146,723.419,1.899,-0.142,-0.18,1.0,-0.351,0.247,-0.523
gesture3,Yes,1074.183,65.198,4.679,871.599,1.38,-0.144,-0.182,1.0,0.437,0.536,-0.321
gesture3,Yes,1155.316,122.099,3.475,1007.96,1.003,-0.141,-0.177,1.0,-0.722,0.114,-0.913
gesture3,Yes,1188.191,90.126,2.543,947.318,0.729,-0.139,-0.175,1.0,-0.146,-1.035,-1.237
gesture3,Yes,1181.981,92.884,1.809,933.542,0.53,-0.147,-0.179,1.0,0.165,1.352,-0.19
gesture3,Yes,1098.473,125.895,1.217,848.205,0.386,-0.144,-0.178,1.0,-0.562,0.758,-0.849
gesture3,Yes,890.884,89.001,0.729,681.341,0.281,-0.148,-0.178,1.0,0.279,-0.112,-0.504
gesture3,Yes,626.499,62.153,0.53,506.397,0.204,-0.15,-0.18,1.0,-0.272,0.132,-0.577
gesture3,Yes,434.15,44.052,0.385,470.604,0.148,-0.153,-0.182,1.0,0.002,0.218,-0.558
gesture3,Yes,361.259,116.095,0.28,428.763,0.108,-0.157,-0.183,1.0,0.056,0.317,-0.105
gesture3,Yes,284.501,83.739,0.203,344.82,0.079,-0.161,-0.183,1.0,0.241,0.251,-0.081
gesture3,Yes,172.738,60.086,0.107,225.277,0.034,-0.162,-0.182,1.0,0.301,0.168,0.117
gesture3,Yes,122.357,41.825,0.076,154.493,0.025,-0.166,-0.179,1.0,0.347,-0.043,-0.064
gesture3,Yes,105.691,29.933,0.078,210.588,0.03,-0.166,-0.176,1.0,0.312,0.195,0.412
gesture3,Yes,410.35,30.537,0.057,386.965,0.022,-0.17,-0.173,1.0,0.505,0.025,0.149
gesture3,Yes,645.574,37.814,13.473,598.172,0.016,-0.166,-0.17,1.0,0.768,1.07,1.354
gesture3,Yes,845.596,32.637,19.727,858.088,0.012,-0.167,-0.162,1.0,-0.33,-0.372,-0.87
gesture3,Yes,981.637,42.046,14.547,990.925,0.009,-0.17,-0.164,1.0,1.148,-1.116,-1.19
gesture3,Yes,1014.394,40.78,26.211,1007.53,0.006,-0.169,-0.171,1.0,0.921,1.129,0.247
gesture3,Yes,1061.696,34.823,54.656,977.485,0.005,-0.163,-0.173,1.0,-1.278,-0.42,-0.975
gesture3,Yes,1067.112,30.942,66.279,972.734,0.003,-0.167,-0.175,1.0,1.099,-0.334,0.068
gesture3,Yes,990.735,26.826,88.281,935.479,0.002,-0.16,-0.172,1.0,-0.579,-0.454,0.911
gesture3,Yes,985.28,21.852,100.561,897.082,0.002,-0.161,-0.172,1.0,-1.157,-1.675,-0.64
gesture3,Yes,963.015,15.711,88.592,805.495,0.001,-0.164,-0.177,1.0,0.327,-1.618,-0.399
gesture3,Yes,908.761,11.064,62.66,809.891,0.001,-0.185,-0.187,1.0,-0.3,0.464,-0.097
gesture3,Yes,901.447,24.558,93.252,981.804,0.001,-0.204,-0.16,1.0,2.337,-0.087,0.191
gesture3,Yes,914.877,21.89,66.305,1000.577,0.0,-0.218,-0.155,1.0,-0.761,-0.456,-0.237
gesture3,Yes,936.946,44.218,66.514,1069.789,0.0,-0.242,-0.164,1.0,1.212,0.758,-1.227
gesture3,Yes,976.784,59.892,76.536,1201.577,0.0,-0.24,-0.171,1.0,-0.782,0.432,-0.625
gesture3,Yes,997.504,63.98,77.971,1241.008,0.0,-0.237,-0.179,1.0,0.547,-0.467,-0.339
gesture3,Yes,1025.857,51.461,95.297,1270.731,0.0,-0.229,-0.189,1.0,-0.239,-0.99,-0.596
gesture3,Yes,1008.773,36.588,69.326,1251.514,0.0,-0.224,-0.201,1.0,0.263,-1.151,-0.617
gesture3,Yes,974.402,24.888,49.053,1164.263,0.0,-0.225,-0.218,1.0,-0.104,-0.346,-0.237
gesture3,Yes,945.108,16.674,33.832,1038.128,0.0,-0.233,-0.234,1.0,0.313,0.499,0.288
gesture3,Yes,933.432,37.602,38.96,1111.584,0.0,-0.249,-0.251,1.0,1.227,2.648,-1.651
gesture3,Yes,938.407,53.29,54.935,1153.317,0.0,-0.244,-0.258,1.0,-0.517,-0.036,-0.298
gesture3,Yes,937.701,39.25,40.438,1150.899,0.0,-0.244,-0.259,1.0,0.963,0.086,-0.429
gesture3,Yes,912.102,55.259,49.932,1264.72,0.0,-0.22,-0.231,1.0,1.499,1.409,0.987
gesture3,Yes,913.997,78.109,58.334,1303.53,0.0,-0.209,-0.215,1.0,-0.619,0.525,-1.003
gesture3,Yes,931.37,84.059,41.704,1265.934,0.0,-0.194,-0.205,1.0,-0.013,-0.641,0.019
gesture3,Yes,952.837,62.587,62.995,1204.894,0.0,-0.188,-0.2,1.0,-0.558,-1.594,-0.829
gesture3,Yes,997.225,44.719,65.418,1186.678,0.0,-0.187,-0.207,1.0,0.242,-0.906,-0.571
gesture3,Yes,1049.689,30.534,46.821,1159.644,0.0,-0.192,-0.216,1.0,-0.273,0.048,-0.57
gesture3,Yes,1011.943,20.273,33.052,1065.546,0.0,-0.196,-0.226,1.0,0.221,-0.208,-0.493
gesture3,Yes,988.952,32.027,41.705,1071.243,0.0,-0.219,-0.241,1.0,0.587,2.066,-0.837
gesture3,Yes,986.719,59.512,47.335,1129.202,0.0,-0.221,-0.246,1.0,-0.561,0.119,-0.331
gesture3,Yes,987.521,80.488,53.819,1108.145,0.0,-0.241,-0.256,1.0,1.18,0.979,-1.468
gesture3,Yes,910.221,62.217,57.062,1111.414,0.0,-0.231,-0.253,1.0,-0.829,0.341,-0.01
gesture3,Yes,916.77,44.707,41.28,1065.307,0.0,-0.232,-0.254,1.0,1.561,0.574,-0.756
gesture3,Yes,914.508,58.802,35.45,1120.341,0.0,-0.214,-0.243,1.0,-0.519,1.405,-0.514
gesture3,Yes,913.079,80.312,33.533,1152.515,0.0,-0.201,-0.233,1.0,0.183,-0.219,-0.303
gesture3,Yes,905.915,63.804,23.492,1135.76,0.0,-0.187,-0.225,1.0,-0.524,-1.235,-0.306
gesture3,Yes,898.591,46.267,16.447,1014.467,0.0,-0.179,-0.223,1.0,-0.296,-1.431,-0.418
gesture3,Yes,899.243,32.709,11.735,907.304,0.0,-0.184,-0.23,1.0,-0.172,-0.216,-0.182
gesture3,Yes,840.411,21.933,8.117,819.575,0.0,-0.189,-0.235,1.0,0.277,1.121,-0.418
gesture3,Yes,818.326,55.632,5.598,897.524,0.0,-0.201,-0.235,1.0,1.352,1.656,-0.704
gesture3,Yes,752.629,40.897,4.069,894.599,0.0,-0.208,-0.242,1.0,-0.643,-0.454,-0.971
gesture3,Yes,731.193,51.886,12.103,912.606,0.0,-0.212,-0.259,1.0,1.158,1.769,-0.89
gesture3,Yes,717.814,42.568,20.663,1002.373,0.0,-0.207,-0.265,1.0,-0.753,-0.113,-0.833
gesture3,Yes,751.943,30.224,15.244,1017.314,0.0,-0.199,-0.266,1.0,0.393,-0.55,0.065
gesture3,Yes,786.115,20.395,11.045,979.59,0.0,-0.192,-0.264,1.0,-0.335,-1.413,-0.132
gesture3,Yes,775.794,14.31,7.731,938.456,0.0,-0.19,-0.267,1.0,0.025,-1.054,-0.232
gesture3,Yes,778.158,9.548,5.058,914.954,0.0,-0.195,-0.274,1.0,0.458,0.696,0.359
gesture3,Yes,792.925,6.774,3.278,899.635,0.0,-0.2,-0.275,1.0,0.146,0.439,-0.12
gesture3,Yes,749.493,4.923,2.382,873.898,0.0,-0.208,-0.274,1.0,0.347,0.868,0.142
gesture3,Yes,718.07,44.159,16.305,967.542,0.0,-0.199,-0.253,1.0,0.442,1.166,0.265
gesture3,Yes,738.774,32.756,12.088,918.157,0.0,-0.201,-0.243,1.0,0.215,-0.379,-0.782
gesture3,Yes,728.283,65.115,18.844,936.272,0.0,-0.193,-0.246,1.0,0.727,2.129,0.169
gesture3,Yes,713.622,92.795,18.59,1000.636,0.0,-0.183,-0.243,1.0,-0.845,-0.092,-0.583
gesture3,Yes,778.468,67.47,13.318,986.578,0.0,-0.175,-0.239,1.0,0.151,-0.857,-0.519
gesture3,Yes,806.928,47.472,9.115,962.996,0.0,-0.171,-0.237,1.0,-0.437,-1.023,-0.723
gesture3,Yes,792.741,33.228,6.368,915.001,0.0,-0.171,-0.241,1.0,-0.285,-0.903,-0.703
gesture3,Yes,805.058,21.786,4.184,866.511,0.0,-0.179,-0.249,1.0,0.135,0.023,-0.398
gesture3,Yes,753.645,14.296,2.875,797.756,0.0,-0.189,-0.254,1.0,0.338,1.415,-0.022
gesture3,Yes,714.433,10.387,2.089,873.831,0.0,-0.176,-0.239,1.0,0.404,0.205,0.458
gesture3,Yes,701.469,7.548,1.519,837.016,0.0,-0.181,-0.232,1.0,-0.072,0.154,-1.034
gesture3,Yes,702.047,30.349,19.393,945.99,0.0,-0.161,-0.204,1.0,0.278,0.631,0.419
gesture3,Yes,768.019,50.183,21.823,981.857,0.0,-0.159,-0.191,1.0,-0.066,-0.197,-0.437
gesture3,Yes,781.209,37.02,16.052,961.0,0.0,-0.154,-0.188,1.0,-0.322,-0.401,-0.381
gesture3,Yes,802.022,26.797,11.536,908.12,0.0,-0.153,-0.192,1.0,-0.014,-0.978,-0.344
gesture3,Yes,799.952,18.704,7.929,866.848,0.0,-0.158,-0.201,1.0,-0.156,-0.612,-0.363
gesture3,Yes,804.602,12.158,4.983,838.019,0.0,-0.169,-0.215,1.0,0.161,0.384,0.061
gesture3,Yes,792.251,7.893,3.368,838.222,0.0,-0.179,-0.225,1.0,0.391,0.924,-0.036
gesture3,Yes,739.652,44.029,19.308,907.574,0.0,-0.185,-0.243,1.0,0.829,1.048,0.007
gesture3,Yes,723.657,32.623,14.307,875.989,0.0,-0.19,-0.252,1.0,-0.796,-0.11,-0.861
gesture3,Yes,716.456,47.005,24.18,896.341,0.0,-0.202,-0.266,1.0,1.498,1.088,-0.485
gesture3,Yes,709.232,63.641,35.369,929.843,0.0,-0.201,-0.268,1.0,-1.721,0.172,-0.655
gesture3,Yes,725.194,46.005,25.687,914.792,0.0,-0.2,-0.267,1.0,0.899,-0.627,-0.517
gesture3,Yes,739.817,32.046,18.044,884.726,0.0,-0.201,-0.265,1.0,-0.616,-0.56,-0.532
gesture3,Yes,724.559,22.538,12.667,839.032,0.0,-0.203,-0.267,1.0,-0.131,-0.273,-0.383
gesture3,Yes,746.543,14.965,8.361,809.182,0.0,-0.208,-0.269,1.0,0.157,0.458,-0.179
gesture3,Yes,702.892,9.874,5.473,796.368,0.0,-0.215,-0.265,1.0,0.448,0.569,-0.925
gesture3,Yes,686.114,7.174,3.977,837.991,0.0,-0.2,-0.25,1.0,0.411,0.473,0.783
gesture3,Yes,673.283,5.214,2.89,863.877,0.0,-0.2,-0.241,1.0,1.095,0.221,-0.664
gesture3,Yes,668.376,3.79,18.961,922.023,0.0,-0.176,-0.217,1.0,0.281,1.289,0.363
gesture3,Yes,663.71,2.755,14.056,957.236,0.0,-0.176,-0.203,1.0,-0.505,-0.001,-1.064
gesture3,Yes,665.148,2.003,10.281,945.293,0.0,-0.168,-0.199,1.0,-0.02,-0.525,-0.485
gesture3,Yes,707.113,1.456,7.325,917.27,0.0,-0.167,-0.199,1.0,-0.326,-0.966,-0.506
gesture3,Yes,712.253,1.059,4.964,886.506,0.0,-0.169,-0.206,1.0,-0.489,-0.647,-0.553
gesture3,Yes,717.024,0.77,3.035,840.502,0.0,-0.173,-0.218,1.0,0.139,0.039,-0.135
gesture3,Yes,672.301,0.56,2.205,812.101,0.0,-0.181,-0.225,1.0,-0.039,1.106,0.012
gesture3,Yes,657.979,31.557,31.037,892.854,0.0,-0.168,-0.212,1.0,1.543,0.587,0.876
gesture3,Yes,641.696,23.443,23.037,874.713,0.0,-0.174,-0.205,1.0,-0.364,0.061,-0.939
gesture3,Yes,662.843,61.168,35.146,937.401,0.0,-0.157,-0.193,1.0,0.656,1.085,0.512
gesture3,Yes,701.798,55.475,43.875,946.839,0.0,-0.157,-0.191,1.0,-0.776,0.015,-0.644
gesture3,Yes,691.547,39.995,31.628,920.088,0.0,-0.155,-0.194,1.0,0.118,-0.328,-0.113
gesture3,Yes,710.412,27.666,21.897,893.057,0.0,-0.157,-0.199,1.0,-0.145,-0.838,-0.362
gesture3,Yes,723.438,19.074,15.363,874.039,0.0,-0.162,-0.208,1.0,-0.241,-0.759,-0.607
gesture3,Yes,749.808,12.14,10.153,844.667,0.0,-0.176,-0.223,1.0,0.299,-0.032,-0.277
gesture3,Yes,712.826,18.177,6.756,833.058,0.0,-0.199,-0.235,1.0,1.037,1.125,-0.638
gesture3,Yes,719.029,13.368,4.909,901.324,0.0,-0.206,-0.24,1.0,-0.725,0.208,-0.46
gesture3,Yes,727.627,9.752,3.567,926.2,0.0,-0.222,-0.246,1.0,1.463,0.416,-0.925
gesture3,Yes,733.34,45.583,13.452,1008.689,0.0,-0.21,-0.238,1.0,-0.281,0.779,-0.004
gesture3,Yes,754.372,61.271,10.526,1023.799,0.0,-0.209,-0.233,1.0,1.033,-0.45,-0.377
gesture3,Yes,784.234,44.801,7.701,994.055,0.0,-0.204,-0.23,1.0,-0.674,-0.394,-0.486
gesture3,Yes,768.415,32.331,5.505,967.355,0.0,-0.199,-0.233,1.0,0.043,-0.795,-0.412
gesture3,Yes,778.657,22.433,3.765,940.829,0.0,-0.199,-0.238,1.0,-0.31,-0.75,-0.653
gesture3,Yes,765.027,14.401,2.355,915.977,0.0,-0.202,-0.246,1.0,-0.079,-0.547,-0.488
gesture3,Yes,761.201,9.522,1.692,862.758,0.0,-0.216,-0.254,1.0,0.69,0.989,-0.385
gesture3,Yes,752.586,57.215,24.092,921.739,0.0,-0.213,-0.232,1.0,0.5,1.199,0.766
gesture3,Yes,749.482,42.402,17.882,901.416,0.0,-0.221,-0.221,1.0,0.515,0.043,-1.067
gesture3,Yes,743.431,71.591,49.664,987.785,0.0,-0.204,-0.191,1.0,1.208,1.476,1.565
gesture3,Yes,750.461,99.979,40.207,968.62,0.0,-0.2,-0.182,1.0,0.143,-0.028,-1.273
gesture3,Yes,741.035,72.524,28.935,926.915,0.0,-0.189,-0.183,1.0,-0.676,0.198,-0.713
gesture3,Yes,749.605,50.829,19.948,882.488,0.0,-0.182,-0.191,1.0,-0.505,-0.409,-0.639
gesture3,Yes,765.648,35.658,13.684,855.267,0.0,-0.179,-0.204,1.0,-0.362,-0.497,-0.923
gesture3,Yes,770.964,23.516,8.621,785.509,0.0,-0.184,-0.222,1.0,-0.034,0.335,-0.317
gesture3,Yes,717.124,43.472,17.283,818.974,0.0,-0.193,-0.245,1.0,-0.312,1.701,1.173
gesture3,Yes,723.124,32.048,12.741,809.52,0.0,-0.203,-0.256,1.0,-0.327,-0.494,-1.133
gesture3,Yes,657.324,83.983,62.457,936.807,0.0,-0.141,-0.239,1.0,2.576,1.404,1.497
gesture3,Yes,651.714,112.935,46.162,932.366,0.0,-0.126,-0.229,1.0,-1.994,-0.084,-1.832
gesture3,Yes,665.689,82.549,33.517,935.125,0.0,-0.119,-0.226,1.0,0.132,-0.188,-0.653
gesture3,Yes,729.587,58.712,23.518,878.255,0.0,-0.128,-0.227,1.0,-0.452,-0.349,-0.962
gesture3,Yes,726.482,40.932,15.958,831.849,0.0,-0.134,-0.232,1.0,-0.028,-0.6,-1.095
gesture3,Yes,703.212,26.597,9.79,757.352,0.0,-0.151,-0.245,1.0,0.637,0.015,-0.325
gesture3,Yes,644.056,71.6,9.971,751.716,0.0,-0.16,-0.26,1.0,1.049,2.399,0.593
gesture3,Yes,658.261,52.914,7.292,719.761,0.0,-0.169,-0.27,1.0,-0.819,-0.365,-0.685
gesture3,Yes,612.022,63.241,5.311,688.521,0.0,-0.195,-0.276,1.0,1.693,0.999,-0.648
gesture3,Yes,591.082,91.902,3.835,788.673,0.0,-0.197,-0.273,1.0,-1.968,0.229,-0.507
gesture3,Yes,628.04,105.923,2.727,789.128,0.0,-0.199,-0.269,1.0,1.549,-0.449,0.029
gesture3,Yes,660.925,75.752,1.885,811.889,0.0,-0.197,-0.264,1.0,-0.724,-0.092,-0.015
gesture3,Yes,674.776,54.28,1.371,769.809,0.0,-0.192,-0.258,1.0,0.318,-0.841,-0.763
gesture3,Yes,667.385,37.289,0.997,725.591,0.0,-0.186,-0.258,1.0,0.306,-0.847,-0.54
gesture3,Yes,647.316,24.694,0.725,697.411,0.0,-0.189,-0.262,1.0,0.628,0.818,0.981
gesture3,Yes,620.693,40.609,5.1,738.128,0.0,-0.176,-0.25,1.0,1.088,0.902,1.577
gesture3,Yes,608.194,29.903,3.781,694.652,0.0,-0.182,-0.243,1.0,0.597,-0.367,-0.573
gesture3,Yes,595.153,50.402,24.485,804.557,0.0,-0.148,-0.244,1.0,2.0,2.051,1.41
gesture3,Yes,598.046,70.325,18.109,813.566,0.0,-0.139,-0.246,1.0,-2.077,-0.204,-1.79
gesture3,Yes,615.768,79.832,13.148,788.908,0.0,-0.133,-0.245,1.0,0.717,0.028,-0.119
gesture3,Yes,670.038,57.551,9.211,748.882,0.0,-0.138,-0.243,1.0,-0.85,-0.321,-0.881
gesture3,Yes,671.11,41.036,6.231,693.809,0.0,-0.143,-0.246,1.0,-0.176,-0.694,-1.128
gesture3,Yes,672.919,27.89,3.79,669.473,0.0,-0.153,-0.254,1.0,0.066,0.027,-0.272
gesture3,Yes,639.044,42.528,2.753,640.692,0.0,-0.174,-0.26,1.0,0.485,1.25,-0.692
